Date/Time,100m_N Avg [m/s],100m_N Std [m/s],100m_S Avg [m/s],100m_S Std [m/s],80m Avg [m/s],80m Avg [m/s],80m Avg [m/s],80m Avg [m/s],80m Avg [m/s],80m Avg [m/s],80m Avg [m/s],80m Avg [m/s],80m Avg [m/s],80m Avg [m/s],80m Avg [m/s],80m Avg [m/s]
18-11-2017 00:00,9.507,1.359,NaN,NaN,8.916,9.916,10.916,11.916,12.916,13.916,14.916,15.916,16.916,17.916,18.916,19.916
18-11-2017 00:10,9.242,1.671,NaN,NaN,8.536,9.536,10.536,11.536,12.536,13.536,14.536,15.536,16.536,17.536,18.536,19.536
18-11-2017 00:20,9.035,1.649,NaN,NaN,8.024,9.024,10.024,11.024,12.024,13.024,14.024,15.024,16.024,17.024,18.024,19.024
18-11-2017 00:30,8.461,1.733,NaN,NaN,7.826,8.826,9.826,10.826,11.826,12.826,13.826,14.826,15.826,16.826,17.826,18.826
18-11-2017 00:40,8.618,1.502,NaN,NaN,7.968,8.968,9.968,10.968,11.968,12.968,13.968,14.968,15.968,16.968,17.968,18.968
18-11-2017 00:50,7.719,1.3,7.773,1.338,7.377,8.377,9.377,10.377,11.377,12.377,13.377,14.377,15.377,16.377,17.377,18.377
18-11-2017 01:00,8.247,1.481,NaN,NaN,7.502,8.502,9.502,10.502,11.502,12.502,13.502,14.502,15.502,16.502,17.502,18.502
18-11-2017 01:10,8.434,1.397,NaN,NaN,7.439,8.439,9.439,10.439,11.439,12.439,13.439,14.439,15.439,16.439,17.439,18.439
18-11-2017 01:20,8.029,1.336,NaN,NaN,7.186,8.186,9.186,10.186,11.186,12.186,13.186,14.186,15.186,16.186,17.186,18.186
18-11-2017 01:30,8.532,1.577,8.649,1.65,7.676,8.676,9.676,10.676,11.676,12.676,13.676,14.676,15.676,16.676,17.676,18.676
18-11-2017 01:40,8.151,1.367,8.273,1.479,7.154,8.154,9.154,10.154,11.154,12.154,13.154,14.154,15.154,16.154,17.154,18.154
18-11-2017 01:50,9.64,1.757,9.764,1.889,8.835,9.835,10.835,11.835,12.835,13.835,14.835,15.835,16.835,17.835,18.835,19.835
18-11-2017 02:00,8.795,1.646,NaN,NaN,7.789,8.789,9.789,10.789,11.789,12.789,13.789,14.789,15.789,16.789,17.789,18.789
18-11-2017 02:10,9.63,1.199,NaN,NaN,9.068,10.068,11.068,12.068,13.068,14.068,15.068,16.068,17.068,18.068,19.068,20.068
18-11-2017 02:20,9.367,1.199,NaN,NaN,8.811,9.811,10.811,11.811,12.811,13.811,14.811,15.811,16.811,17.811,18.811,19.811
18-11-2017 02:30,9.642,1.449,NaN,NaN,8.926,9.926,10.926,11.926,12.926,13.926,14.926,15.926,16.926,17.926,18.926,19.926
18-11-2017 02:40,9.205,1.394,NaN,NaN,8.157,9.157,10.157,11.157,12.157,13.157,14.157,15.157,16.157,17.157,18.157,19.157
18-11-2017 02:50,9.271,1.195,NaN,NaN,8.615,9.615,10.615,11.615,12.615,13.615,14.615,15.615,16.615,17.615,18.615,19.615
18-11-2017 03:00,10.008,1.06,NaN,NaN,9.477,10.477,11.477,12.477,13.477,14.477,15.477,16.477,17.477,18.477,19.477,20.477
18-11-2017 03:10,10.447,1.084,NaN,NaN,10.006,11.006,12.006,13.006,14.006,15.006,16.006,17.006,18.006,19.006,20.006,21.006
18-11-2017 03:20,10.413,1.108,NaN,NaN,10.014,11.014,12.014,13.014,14.014,15.014,16.014,17.014,18.014,19.014,20.014,21.014
18-11-2017 03:30,10.374,1.359,NaN,NaN,9.948,10.948,11.948,12.948,13.948,14.948,15.948,16.948,17.948,18.948,19.948,20.948
18-11-2017 03:40,10.126,1.127,NaN,NaN,9.756,10.756,11.756,12.756,13.756,14.756,15.756,16.756,17.756,18.756,19.756,20.756
18-11-2017 03:50,10.079,1.075,NaN,NaN,9.874,10.874,11.874,12.874,13.874,14.874,15.874,16.874,17.874,18.874,19.874,20.874
18-11-2017 04:00,10.496,0.922,NaN,NaN,10.075,11.075,12.075,13.075,14.075,15.075,16.075,17.075,18.075,19.075,20.075,21.075
18-11-2017 04:10,10.217,1.141,NaN,NaN,9.818,10.818,11.818,12.818,13.818,14.818,15.818,16.818,17.818,18.818,19.818,20.818
18-11-2017 04:20,9.917,1.3,NaN,NaN,9.32,10.32,11.32,12.32,13.32,14.32,15.32,16.32,17.32,18.32,19.32,20.32
18-11-2017 04:30,9.767,1.113,NaN,NaN,9.514,10.514,11.514,12.514,13.514,14.514,15.514,16.514,17.514,18.514,19.514,20.514
18-11-2017 04:40,9.099,1.242,NaN,NaN,8.843,9.843,10.843,11.843,12.843,13.843,14.843,15.843,16.843,17.843,18.843,19.843
18-11-2017 04:50,8.724,1.122,NaN,NaN,8.34,9.34,10.34,11.34,12.34,13.34,14.34,15.34,16.34,17.34,18.34,19.34
18-11-2017 05:00,9.372,1.084,NaN,NaN,9.056,10.056,11.056,12.056,13.056,14.056,15.056,16.056,17.056,18.056,19.056,20.056
18-11-2017 05:10,8.213,1.242,NaN,NaN,7.546,8.546,9.546,10.546,11.546,12.546,13.546,14.546,15.546,16.546,17.546,18.546
18-11-2017 05:20,8.174,1.104,NaN,NaN,7.779,8.779,9.779,10.779,11.779,12.779,13.779,14.779,15.779,16.779,17.779,18.779
18-11-2017 05:30,8.778,1.28,NaN,NaN,7.921,8.921,9.921,10.921,11.921,12.921,13.921,14.921,15.921,16.921,17.921,18.921
18-11-2017 05:40,8.262,1.019,NaN,NaN,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5
18-11-2017 05:50,9.156,1.141,NaN,NaN,8.497,9.497,10.497,11.497,12.497,13.497,14.497,15.497,16.497,17.497,18.497,19.497
18-11-2017 06:00,8.79,1.438,NaN,NaN,8.35,9.35,10.35,11.35,12.35,13.35,14.35,15.35,16.35,17.35,18.35,19.35
18-11-2017 06:10,6.376,1.065,6.496,1.116,5.554,6.554,7.554,8.554,9.554,10.554,11.554,12.554,13.554,14.554,15.554,16.554
18-11-2017 06:20,9.701,0.881,NaN,NaN,8.968,9.968,10.968,11.968,12.968,13.968,14.968,15.968,16.968,17.968,18.968,19.968
18-11-2017 06:30,7.186,1.687,NaN,NaN,6.383,7.383,8.383,9.383,10.383,11.383,12.383,13.383,14.383,15.383,16.383,17.383
18-11-2017 06:40,7.749,1.06,NaN,NaN,6.976,7.976,8.976,9.976,10.976,11.976,12.976,13.976,14.976,15.976,16.976,17.976
18-11-2017 06:50,8.397,1.217,NaN,NaN,7.838,8.838,9.838,10.838,11.838,12.838,13.838,14.838,15.838,16.838,17.838,18.838
18-11-2017 07:00,8.242,1.288,8.359,1.369,7.74,8.74,9.74,10.74,11.74,12.74,13.74,14.74,15.74,16.74,17.74,18.74
18-11-2017 07:10,8.09,0.928,NaN,NaN,7.458,8.458,9.458,10.458,11.458,12.458,13.458,14.458,15.458,16.458,17.458,18.458
18-11-2017 07:20,7.545,0.993,NaN,NaN,7.01,8.01,9.01,10.01,11.01,12.01,13.01,14.01,15.01,16.01,17.01,18.01
18-11-2017 07:30,7.803,0.988,NaN,NaN,6.824,7.824,8.824,9.824,10.824,11.824,12.824,13.824,14.824,15.824,16.824,17.824
18-11-2017 07:40,7.511,1.108,NaN,NaN,6.329,7.329,8.329,9.329,10.329,11.329,12.329,13.329,14.329,15.329,16.329,17.329
18-11-2017 07:50,7.567,0.999,NaN,NaN,6.745,7.745,8.745,9.745,10.745,11.745,12.745,13.745,14.745,15.745,16.745,17.745
18-11-2017 08:00,7.982,1.05,NaN,NaN,7.052,8.052,9.052,10.052,11.052,12.052,13.052,14.052,15.052,16.052,17.052,18.052
18-11-2017 08:10,7.783,1.122,NaN,NaN,6.833,7.833,8.833,9.833,10.833,11.833,12.833,13.833,14.833,15.833,16.833,17.833
18-11-2017 08:20,7.756,1.104,NaN,NaN,6.735,7.735,8.735,9.735,10.735,11.735,12.735,13.735,14.735,15.735,16.735,17.735
18-11-2017 08:30,8.193,1.3,NaN,NaN,7.142,8.142,9.142,10.142,11.142,12.142,13.142,14.142,15.142,16.142,17.142,18.142
18-11-2017 08:40,7.913,1.146,NaN,NaN,7.15,8.15,9.15,10.15,11.15,12.15,13.15,14.15,15.15,16.15,17.15,18.15
18-11-2017 08:50,7.987,1.132,NaN,NaN,7.414,8.414,9.414,10.414,11.414,12.414,13.414,14.414,15.414,16.414,17.414,18.414
18-11-2017 09:00,6.988,0.95,NaN,NaN,6.716,7.716,8.716,9.716,10.716,11.716,12.716,13.716,14.716,15.716,16.716,17.716
18-11-2017 09:10,6.882,1.094,NaN,NaN,6.674,7.674,8.674,9.674,10.674,11.674,12.674,13.674,14.674,15.674,16.674,17.674
18-11-2017 09:20,7.466,0.956,NaN,NaN,7.282,8.282,9.282,10.282,11.282,12.282,13.282,14.282,15.282,16.282,17.282,18.282
18-11-2017 09:30,7.574,0.869,NaN,NaN,7.625,8.625,9.625,10.625,11.625,12.625,13.625,14.625,15.625,16.625,17.625,18.625
18-11-2017 09:40,7.476,0.746,NaN,NaN,7.635,8.635,9.635,10.635,11.635,12.635,13.635,14.635,15.635,16.635,17.635,18.635
18-11-2017 09:50,7.029,0.911,7.151,0.971,7.218,8.218,9.218,10.218,11.218,12.218,13.218,14.218,15.218,16.218,17.218,18.218
18-11-2017 10:00,7.007,0.664,7.143,0.716,6.936,7.936,8.936,9.936,10.936,11.936,12.936,13.936,14.936,15.936,16.936,17.936
18-11-2017 10:10,5.969,0.826,NaN,NaN,5.846,6.846,7.846,8.846,9.846,10.846,11.846,12.846,13.846,14.846,15.846,16.846
18-11-2017 10:20,6.123,0.887,6.192,0.971,6.155,7.155,8.155,9.155,10.155,11.155,12.155,13.155,14.155,15.155,16.155,17.155
18-11-2017 10:30,7.037,1.045,7.168,1.083,7.091,8.091,9.091,10.091,11.091,12.091,13.091,14.091,15.091,16.091,17.091,18.091
18-11-2017 10:40,7.076,1.094,7.187,1.153,6.885,7.885,8.885,9.885,10.885,11.885,12.885,13.885,14.885,15.885,16.885,17.885
18-11-2017 10:50,6.479,0.869,6.623,0.915,6.429,7.429,8.429,9.429,10.429,11.429,12.429,13.429,14.429,15.429,16.429,17.429
18-11-2017 11:00,6.462,0.672,6.557,0.686,6.61,7.61,8.61,9.61,10.61,11.61,12.61,13.61,14.61,15.61,16.61,17.61
18-11-2017 11:10,7.182,0.863,7.364,0.904,7.26,8.26,9.26,10.26,11.26,12.26,13.26,14.26,15.26,16.26,17.26,18.26
18-11-2017 11:20,6.307,0.832,6.334,0.943,6.312,7.312,8.312,9.312,10.312,11.312,12.312,13.312,14.312,15.312,16.312,17.312
18-11-2017 11:30,5.9,1.075,5.716,1.294,5.562,6.562,7.562,8.562,9.562,10.562,11.562,12.562,13.562,14.562,15.562,16.562
18-11-2017 11:40,6.059,0.851,6.072,0.965,6.272,7.272,8.272,9.272,10.272,11.272,12.272,13.272,14.272,15.272,16.272,17.272
18-11-2017 11:50,7.179,1.118,7.283,1.202,7.37,8.37,9.37,10.37,11.37,12.37,13.37,14.37,15.37,16.37,17.37,18.37
18-11-2017 12:00,6.978,0.933,7.106,0.981,7.086,8.086,9.086,10.086,11.086,12.086,13.086,14.086,15.086,16.086,17.086,18.086
18-11-2017 12:10,6.406,0.939,6.471,0.997,6.422,7.422,8.422,9.422,10.422,11.422,12.422,13.422,14.422,15.422,16.422,17.422
18-11-2017 12:20,6.344,0.807,6.476,0.831,6.52,7.52,8.52,9.52,10.52,11.52,12.52,13.52,14.52,15.52,16.52,17.52
18-11-2017 12:30,6.818,0.76,6.93,0.799,7.137,8.137,9.137,10.137,11.137,12.137,13.137,14.137,15.137,16.137,17.137,18.137
18-11-2017 12:40,5.674,0.794,5.709,0.837,5.684,6.684,7.684,8.684,9.684,10.684,11.684,12.684,13.684,14.684,15.684,16.684
18-11-2017 12:50,5.671,0.794,5.741,0.85,5.579,6.579,7.579,8.579,9.579,10.579,11.579,12.579,13.579,14.579,15.579,16.579
18-11-2017 13:00,5.637,1.132,5.687,1.223,5.616,6.616,7.616,8.616,9.616,10.616,11.616,12.616,13.616,14.616,15.616,16.616
18-11-2017 13:10,5.939,0.875,NaN,NaN,5.535,6.535,7.535,8.535,9.535,10.535,11.535,12.535,13.535,14.535,15.535,16.535
18-11-2017 13:20,5.625,0.813,NaN,NaN,5.035,6.035,7.035,8.035,9.035,10.035,11.035,12.035,13.035,14.035,15.035,16.035
18-11-2017 13:30,6.131,0.893,NaN,NaN,5.258,6.258,7.258,8.258,9.258,10.258,11.258,12.258,13.258,14.258,15.258,16.258
18-11-2017 13:40,5.757,0.82,NaN,NaN,4.974,5.974,6.974,7.974,8.974,9.974,10.974,11.974,12.974,13.974,14.974,15.974
18-11-2017 13:50,5.549,1.06,NaN,NaN,4.312,5.312,6.312,7.312,8.312,9.312,10.312,11.312,12.312,13.312,14.312,15.312
18-11-2017 14:00,4.91,1.212,NaN,NaN,4.69,5.69,6.69,7.69,8.69,9.69,10.69,11.69,12.69,13.69,14.69,15.69
18-11-2017 14:10,5.171,0.905,NaN,NaN,4.241,5.241,6.241,7.241,8.241,9.241,10.241,11.241,12.241,13.241,14.241,15.241
18-11-2017 14:20,5.166,0.68,5.231,0.709,5.123,6.123,7.123,8.123,9.123,10.123,11.123,12.123,13.123,14.123,15.123,16.123
18-11-2017 14:30,4.677,0.939,4.561,1.002,4.398,5.398,6.398,7.398,8.398,9.398,10.398,11.398,12.398,13.398,14.398,15.398
18-11-2017 14:40,4.368,0.78,4.368,0.874,4.168,5.168,6.168,7.168,8.168,9.168,10.168,11.168,12.168,13.168,14.168,15.168
18-11-2017 14:50,4.52,0.933,NaN,NaN,3.746,4.746,5.746,6.746,7.746,8.746,9.746,10.746,11.746,12.746,13.746,14.746
18-11-2017 15:00,4.51,0.813,NaN,NaN,3.384,4.384,5.384,6.384,7.384,8.384,9.384,10.384,11.384,12.384,13.384,14.384
18-11-2017 15:10,5.126,0.753,NaN,NaN,4.317,5.317,6.317,7.317,8.317,9.317,10.317,11.317,12.317,13.317,14.317,15.317
18-11-2017 15:20,4.107,0.458,NaN,NaN,3.717,4.717,5.717,6.717,7.717,8.717,9.717,10.717,11.717,12.717,13.717,14.717
18-11-2017 15:30,4.79,0.695,NaN,NaN,4.138,5.138,6.138,7.138,8.138,9.138,10.138,11.138,12.138,13.138,14.138,15.138
18-11-2017 15:40,4.353,0.933,NaN,NaN,3.602,4.602,5.602,6.602,7.602,8.602,9.602,10.602,11.602,12.602,13.602,14.602
18-11-2017 15:50,4.684,0.905,NaN,NaN,4.364,5.364,6.364,7.364,8.364,9.364,10.364,11.364,12.364,13.364,14.364,15.364
18-11-2017 16:00,4.829,0.632,NaN,NaN,3.739,4.739,5.739,6.739,7.739,8.739,9.739,10.739,11.739,12.739,13.739,14.739
18-11-2017 16:10,3.889,0.76,3.816,0.818,3.457,4.457,5.457,6.457,7.457,8.457,9.457,10.457,11.457,12.457,13.457,14.457
18-11-2017 16:20,4.625,0.542,NaN,NaN,3.638,4.638,5.638,6.638,7.638,8.638,9.638,10.638,11.638,12.638,13.638,14.638
18-11-2017 16:30,4.198,0.753,NaN,NaN,3.379,4.379,5.379,6.379,7.379,8.379,9.379,10.379,11.379,12.379,13.379,14.379
18-11-2017 16:40,4.9,0.447,4.934,0.522,4.709,5.709,6.709,7.709,8.709,9.709,10.709,11.709,12.709,13.709,14.709,15.709
18-11-2017 16:50,4.706,0.68,4.807,0.694,4.604,5.604,6.604,7.604,8.604,9.604,10.604,11.604,12.604,13.604,14.604,15.604
18-11-2017 17:00,4.748,0.702,4.763,0.786,4.525,5.525,6.525,7.525,8.525,9.525,10.525,11.525,12.525,13.525,14.525,15.525
18-11-2017 17:10,4.864,0.68,4.917,0.694,4.854,5.854,6.854,7.854,8.854,9.854,10.854,11.854,12.854,13.854,14.854,15.854
18-11-2017 17:20,5.816,0.542,5.89,0.57,5.765,6.765,7.765,8.765,9.765,10.765,11.765,12.765,13.765,14.765,15.765,16.765
18-11-2017 17:30,5.843,0.717,5.89,0.723,5.65,6.65,7.65,8.65,9.65,10.65,11.65,12.65,13.65,14.65,15.65,16.65
18-11-2017 17:40,5.296,0.687,5.339,0.709,5.091,6.091,7.091,8.091,9.091,10.091,11.091,12.091,13.091,14.091,15.091,16.091
18-11-2017 17:50,5.782,0.869,5.876,0.88,5.697,6.697,7.697,8.697,9.697,10.697,11.697,12.697,13.697,14.697,15.697,16.697
18-11-2017 18:00,6.56,0.251,6.67,0.251,6.503,7.503,8.503,9.503,10.503,11.503,12.503,13.503,14.503,15.503,16.503,17.503
18-11-2017 18:10,6.551,0.205,6.66,0.229,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5
18-11-2017 18:20,7.373,0.205,7.499,0.177,7.314,8.314,9.314,10.314,11.314,12.314,13.314,14.314,15.314,16.314,17.314,18.314
18-11-2017 18:30,7.584,0.271,7.712,0.271,7.698,8.698,9.698,10.698,11.698,12.698,13.698,14.698,15.698,16.698,17.698,18.698
18-11-2017 18:40,7.587,0.177,7.714,0.177,7.632,8.632,9.632,10.632,11.632,12.632,13.632,14.632,15.632,16.632,17.632,18.632
18-11-2017 18:50,7.702,0.177,7.832,0.177,7.549,8.549,9.549,10.549,11.549,12.549,13.549,14.549,15.549,16.549,17.549,18.549
18-11-2017 19:00,7.68,0.229,7.803,0.229,7.125,8.125,9.125,10.125,11.125,12.125,13.125,14.125,15.125,16.125,17.125,18.125
18-11-2017 19:10,6.69,0.76,6.807,0.772,5.917,6.917,7.917,8.917,9.917,10.917,11.917,12.917,13.917,14.917,15.917,16.917
18-11-2017 19:20,6.681,0.606,6.793,0.605,5.844,6.844,7.844,8.844,9.844,10.844,11.844,12.844,13.844,14.844,15.844,16.844
18-11-2017 19:30,6.452,0.717,6.582,0.686,5.834,6.834,7.834,8.834,9.834,10.834,11.834,12.834,13.834,14.834,15.834,16.834
18-11-2017 19:40,5.905,0.532,5.996,0.551,5.336,6.336,7.336,8.336,9.336,10.336,11.336,12.336,13.336,14.336,15.336,16.336
18-11-2017 19:50,5.355,0.481,NaN,NaN,5.356,6.356,7.356,8.356,9.356,10.356,11.356,12.356,13.356,14.356,15.356,16.356
18-11-2017 20:00,5.873,0.648,5.961,0.671,5.733,6.733,7.733,8.733,9.733,10.733,11.733,12.733,13.733,14.733,15.733,16.733
18-11-2017 20:10,6.035,0.615,6.153,0.631,5.888,6.888,7.888,8.888,9.888,10.888,11.888,12.888,13.888,14.888,15.888,16.888
18-11-2017 20:20,6.442,0.845,6.53,0.874,6.116,7.116,8.116,9.116,10.116,11.116,12.116,13.116,14.116,15.116,16.116,17.116
18-11-2017 20:30,6.961,0.664,7.084,0.686,6.713,7.713,8.713,9.713,10.713,11.713,12.713,13.713,14.713,15.713,16.713,17.713
18-11-2017 20:40,7.317,0.615,NaN,NaN,7.338,8.338,9.338,10.338,11.338,12.338,13.338,14.338,15.338,16.338,17.338,18.338
18-11-2017 20:50,8.613,0.522,NaN,NaN,8.74,9.74,10.74,11.74,12.74,13.74,14.74,15.74,16.74,17.74,18.74,19.74
18-11-2017 21:00,8.095,0.597,NaN,NaN,8.585,9.585,10.585,11.585,12.585,13.585,14.585,15.585,16.585,17.585,18.585,19.585
18-11-2017 21:10,8.996,0.787,NaN,NaN,9.215,10.215,11.215,12.215,13.215,14.215,15.215,16.215,17.215,18.215,19.215,20.215
18-11-2017 21:20,9.524,0.656,NaN,NaN,9.644,10.644,11.644,12.644,13.644,14.644,15.644,16.644,17.644,18.644,19.644,20.644
18-11-2017 21:30,9.561,0.68,NaN,NaN,9.756,10.756,11.756,12.756,13.756,14.756,15.756,16.756,17.756,18.756,19.756,20.756
18-11-2017 21:40,8.731,0.597,NaN,NaN,9.306,10.306,11.306,12.306,13.306,14.306,15.306,16.306,17.306,18.306,19.306,20.306
18-11-2017 21:50,9.018,0.753,NaN,NaN,9.311,10.311,11.311,12.311,13.311,14.311,15.311,16.311,17.311,18.311,19.311,20.311
18-11-2017 22:00,8.751,0.532,NaN,NaN,9.075,10.075,11.075,12.075,13.075,14.075,15.075,16.075,17.075,18.075,19.075,20.075
18-11-2017 22:10,9.384,0.458,NaN,NaN,9.48,10.48,11.48,12.48,13.48,14.48,15.48,16.48,17.48,18.48,19.48,20.48
18-11-2017 22:20,9.846,0.458,NaN,NaN,9.862,10.862,11.862,12.862,13.862,14.862,15.862,16.862,17.862,18.862,19.862,20.862
18-11-2017 22:30,9.32,0.58,NaN,NaN,9.318,10.318,11.318,12.318,13.318,14.318,15.318,16.318,17.318,18.318,19.318,20.318
18-11-2017 22:40,9.49,0.68,NaN,NaN,9.313,10.313,11.313,12.313,13.313,14.313,15.313,16.313,17.313,18.313,19.313,20.313
18-11-2017 22:50,10.423,0.725,NaN,NaN,9.916,10.916,11.916,12.916,13.916,14.916,15.916,16.916,17.916,18.916,19.916,20.916
18-11-2017 23:00,11.199,0.491,NaN,NaN,10.472,11.472,12.472,13.472,14.472,15.472,16.472,17.472,18.472,19.472,20.472,21.472
18-11-2017 23:10,11.056,0.794,NaN,NaN,10.719,11.719,12.719,13.719,14.719,15.719,16.719,17.719,18.719,19.719,20.719,21.719
18-11-2017 23:20,11.329,0.68,NaN,NaN,10.675,11.675,12.675,13.675,14.675,15.675,16.675,17.675,18.675,19.675,20.675,21.675
18-11-2017 23:30,11.442,0.502,NaN,NaN,9.869,10.869,11.869,12.869,13.869,14.869,15.869,16.869,17.869,18.869,19.869,20.869
18-11-2017 23:40,11.555,0.589,NaN,NaN,10.881,11.881,12.881,13.881,14.881,15.881,16.881,17.881,18.881,19.881,20.881,21.881
18-11-2017 23:50,11.221,0.623,NaN,NaN,10.166,11.166,12.166,13.166,14.166,15.166,16.166,17.166,18.166,19.166,20.166,21.166
19-11-2017 00:00,10.786,0.648,NaN,NaN,9.945,10.945,11.945,12.945,13.945,14.945,15.945,16.945,17.945,18.945,19.945,20.945
19-11-2017 00:10,10.997,0.552,NaN,NaN,10.014,11.014,12.014,13.014,14.014,15.014,16.014,17.014,18.014,19.014,20.014,21.014
19-11-2017 00:20,11.216,0.664,NaN,NaN,10.168,11.168,12.168,13.168,14.168,15.168,16.168,17.168,18.168,19.168,20.168,21.168
19-11-2017 00:30,11.29,0.58,NaN,NaN,9.644,10.644,11.644,12.644,13.644,14.644,15.644,16.644,17.644,18.644,19.644,20.644
19-11-2017 00:40,11.503,0.552,NaN,NaN,10.019,11.019,12.019,13.019,14.019,15.019,16.019,17.019,18.019,19.019,20.019,21.019
19-11-2017 00:50,11.528,0.552,NaN,NaN,9.879,10.879,11.879,12.879,13.879,14.879,15.879,16.879,17.879,18.879,19.879,20.879
19-11-2017 01:00,11.449,0.623,NaN,NaN,10.264,11.264,12.264,13.264,14.264,15.264,16.264,17.264,18.264,19.264,20.264,21.264
19-11-2017 01:10,11.565,0.606,NaN,NaN,10.472,11.472,12.472,13.472,14.472,15.472,16.472,17.472,18.472,19.472,20.472,21.472
19-11-2017 01:20,11.781,0.78,NaN,NaN,10.536,11.536,12.536,13.536,14.536,15.536,16.536,17.536,18.536,19.536,20.536,21.536
19-11-2017 01:30,11.304,0.939,NaN,NaN,9.911,10.911,11.911,12.911,13.911,14.911,15.911,16.911,17.911,18.911,19.911,20.911
19-11-2017 01:40,11.447,0.905,NaN,NaN,10.041,11.041,12.041,13.041,14.041,15.041,16.041,17.041,18.041,19.041,20.041,21.041
19-11-2017 01:50,11.309,0.869,NaN,NaN,9.073,10.073,11.073,12.073,13.073,14.073,15.073,16.073,17.073,18.073,19.073,20.073
19-11-2017 02:00,10.622,0.922,NaN,NaN,8.71,9.71,10.71,11.71,12.71,13.71,14.71,15.71,16.71,17.71,18.71,19.71
19-11-2017 02:10,10.155,0.999,NaN,NaN,8.58,9.58,10.58,11.58,12.58,13.58,14.58,15.58,16.58,17.58,18.58,19.58
19-11-2017 02:20,9.62,0.933,NaN,NaN,9.335,10.335,11.335,12.335,13.335,14.335,15.335,16.335,17.335,18.335,19.335,20.335
19-11-2017 02:30,8.765,1.39,NaN,NaN,8.382,9.382,10.382,11.382,12.382,13.382,14.382,15.382,16.382,17.382,18.382,19.382
19-11-2017 02:40,7.26,1.104,7.327,1.157,6.691,7.691,8.691,9.691,10.691,11.691,12.691,13.691,14.691,15.691,16.691,17.691
19-11-2017 02:50,8.105,0.939,8.273,0.96,7.811,8.811,9.811,10.811,11.811,12.811,13.811,14.811,15.811,16.811,17.811,18.811
19-11-2017 03:00,8.161,0.826,8.298,0.868,7.887,8.887,9.887,10.887,11.887,12.887,13.887,14.887,15.887,16.887,17.887,18.887
19-11-2017 03:10,8.704,0.71,8.864,0.752,8.157,9.157,10.157,11.157,12.157,13.157,14.157,15.157,16.157,17.157,18.157,19.157
19-11-2017 03:20,8.984,1.03,9.136,1.053,8.313,9.313,10.313,11.313,12.313,13.313,14.313,15.313,16.313,17.313,18.313,19.313
19-11-2017 03:30,8.193,0.857,NaN,NaN,7.684,8.684,9.684,10.684,11.684,12.684,13.684,14.684,15.684,16.684,17.684,18.684
19-11-2017 03:40,7.896,0.899,8.001,0.926,6.829,7.829,8.829,9.829,10.829,11.829,12.829,13.829,14.829,15.829,16.829,17.829
19-11-2017 03:50,8.306,1.099,NaN,NaN,7.368,8.368,9.368,10.368,11.368,12.368,13.368,14.368,15.368,16.368,17.368,18.368
19-11-2017 04:00,8.704,0.664,NaN,NaN,8.737,9.737,10.737,11.737,12.737,13.737,14.737,15.737,16.737,17.737,18.737,19.737
19-11-2017 04:10,8.593,0.532,NaN,NaN,8.894,9.894,10.894,11.894,12.894,13.894,14.894,15.894,16.894,17.894,18.894,19.894
19-11-2017 04:20,8.881,0.561,NaN,NaN,8.948,9.948,10.948,11.948,12.948,13.948,14.948,15.948,16.948,17.948,18.948,19.948
19-11-2017 04:30,9.097,0.648,NaN,NaN,8.975,9.975,10.975,11.975,12.975,13.975,14.975,15.975,16.975,17.975,18.975,19.975
19-11-2017 04:40,9.487,0.542,NaN,NaN,9.32,10.32,11.32,12.32,13.32,14.32,15.32,16.32,17.32,18.32,19.32,20.32
19-11-2017 04:50,9.885,0.458,NaN,NaN,9.578,10.578,11.578,12.578,13.578,14.578,15.578,16.578,17.578,18.578,19.578,20.578
19-11-2017 05:00,10.165,0.561,NaN,NaN,9.418,10.418,11.418,12.418,13.418,14.418,15.418,16.418,17.418,18.418,19.418,20.418
19-11-2017 05:10,10.514,0.435,NaN,NaN,9.254,10.254,11.254,12.254,13.254,14.254,15.254,16.254,17.254,18.254,19.254,20.254
19-11-2017 05:20,10.479,0.502,NaN,NaN,9.749,10.749,11.749,12.749,13.749,14.749,15.749,16.749,17.749,18.749,19.749,20.749
19-11-2017 05:30,10.163,0.502,NaN,NaN,9.516,10.516,11.516,12.516,13.516,14.516,15.516,16.516,17.516,18.516,19.516,20.516
19-11-2017 05:40,10.182,0.47,NaN,NaN,9.504,10.504,11.504,12.504,13.504,14.504,15.504,16.504,17.504,18.504,19.504,20.504
19-11-2017 05:50,9.571,0.623,NaN,NaN,9.017,10.017,11.017,12.017,13.017,14.017,15.017,16.017,17.017,18.017,19.017,20.017
19-11-2017 06:00,9.023,0.458,NaN,NaN,9.181,10.181,11.181,12.181,13.181,14.181,15.181,16.181,17.181,18.181,19.181,20.181
19-11-2017 06:10,8.714,0.597,NaN,NaN,8.806,9.806,10.806,11.806,12.806,13.806,14.806,15.806,16.806,17.806,18.806,19.806
19-11-2017 06:20,8.751,0.542,NaN,NaN,8.945,9.945,10.945,11.945,12.945,13.945,14.945,15.945,16.945,17.945,18.945,19.945
19-11-2017 06:30,9.092,0.57,NaN,NaN,9.276,10.276,11.276,12.276,13.276,14.276,15.276,16.276,17.276,18.276,19.276,20.276
